"Time","opctyngppri01 : Actives"
2022-06-22 05:00:00,700
2022-06-22 08:00:00,2116
2022-06-22 11:00:00,4480
2022-06-22 14:00:00,2969
2022-06-22 23:00:00,727
2022-06-23 02:00:00,1681
2022-06-23 05:00:00,706
2022-06-23 08:00:00,1735
2022-06-23 11:00:00,3854
2022-06-23 14:00:00,3098
2022-06-23 17:00:00,2882
2022-06-23 20:00:00,997
2022-06-23 23:00:00,744
2022-06-24 02:00:00,1710
2022-06-24 05:00:00,959
2022-06-24 08:00:00,1703
2022-06-24 11:00:00,3274
2022-06-24 14:00:00,2863
2022-06-24 17:00:00,2304
2022-06-24 20:00:00,875
2022-06-24 23:00:00,697
2022-06-25 02:00:00,1685
2022-06-25 05:00:00,920
2022-06-25 08:00:00,575
2022-06-25 11:00:00,930
2022-06-25 14:00:00,734
2022-06-25 17:00:00,701
2022-06-25 20:00:00,618
2022-06-25 23:00:00,645
2022-06-26 02:00:00,1633
2022-06-26 05:00:00,811
2022-06-26 08:00:00,336
2022-06-26 11:00:00,516
2022-06-26 14:00:00,424
2022-06-26 17:00:00,443
2022-06-26 20:00:00,490
2022-06-26 23:00:00,623
2022-06-27 02:00:00,1613
2022-06-27 05:00:00,840
2022-06-27 08:00:00,1840
2022-06-27 11:00:00,3633
2022-06-27 14:00:00,2394

